"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"ENSG00000247151.6",0.451842465304279,-5.65035034352335,3.64064694850584,0.000294151677702302,0.000497248249581207,-1.15449683341192,"NOT"
"ENSG00000154537.4",-0.437267804534666,0.679194597802459,-3.70417520876364,0.000230590684053237,0.000393885040292209,-1.1547133765243,"NOT"
"ENSG00000263244.2",2.0978502933985,1.27303458935331,3.67396468523823,0.000259008521297909,0.000440096143933486,-1.15501786900974,"NOT"
"ENSG00000111845.4",0.201377183996981,3.19984233918697,3.77738512786623,0.000173411875470746,0.000299670807516564,-1.155625079888,"NOT"
"ENSG00000183153.6",-0.484189046567901,-6.10980588537019,-3.63940304501667,0.000295546679299346,0.000499490064438308,-1.15562844495468,"NOT"
"ENSG00000167775.10",0.278855483187993,4.74900184351228,3.82700424686822,0.000142570141787122,0.000247983362220363,-1.15592360069495,"NOT"
"ENSG00000273076.1",0.513906535939386,-4.6912895788741,3.63407604069362,0.000301591313563259,0.000509142550815657,-1.15663144053302,"NOT"
"ENSG00000259661.1",0.684975472691043,1.29751764620658,3.699284071129,0.000234983339891242,0.000401057946627268,-1.15690945698697,"NOT"
"ENSG00000197251.3",-0.593393524732357,-3.70296486209377,-3.62625967530846,0.000310671049241869,0.00052383102150838,-1.15734267768585,"NOT"
"ENSG00000144485.10",-0.359820648457362,0.775846486992747,-3.70451691242877,0.000230286709986174,0.000393388956350345,-1.15817529051869,"NOT"
"ENSG00000276337.1",0.601243322259902,-2.09859884626277,3.62995022476423,0.000306352483920705,0.000516879663186564,-1.15882438780867,"NOT"
"ENSG00000152454.3",0.256946010783835,1.90158956634039,3.72641271577627,0.000211575865588506,0.000362706839448727,-1.1596915274095,"NOT"
"ENSG00000128283.6",0.307925130356186,5.62201010210191,3.84364720126423,0.000133441314884312,0.000232942452908952,-1.1610475330235,"NOT"
"ENSG00000161180.10",0.499492638309053,-2.95484071276591,3.6253324056859,0.000311765056892834,0.000525492495720935,-1.16122079339535,"NOT"
"ENSG00000162407.8",0.407950059195182,7.79531002997333,3.86288432505367,0.000123577788599685,0.000216531561370712,-1.16217701195983,"NOT"
"ENSG00000198746.12",0.151320534374566,3.38344017974333,3.78421766716226,0.000168819824803922,0.000291946084320948,-1.16279246673193,"NOT"
"ENSG00000235530.6",-0.460182989373337,-3.96395849989842,-3.62500692279044,0.000312149923355148,0.000526110651262016,-1.16310816834446,"NOT"
"ENSG00000253966.1",-0.46735174983948,-5.84053639632194,-3.63435207340506,0.000301275265160415,0.000508723275197258,-1.16690687033537,"NOT"
"ENSG00000256092.2",-0.461709019394556,-0.922957500547995,-3.65968929926882,0.000273553248320935,0.00046358866307673,-1.16745578350802,"NOT"
"ENSG00000214719.11",0.254627514725039,2.07847127026079,3.72880993421317,0.000209616604416072,0.000359496687732008,-1.16928561642413,"NOT"
"ENSG00000041802.10",-0.158453384640953,4.89396426614109,-3.83374389601051,0.000138804534054012,0.00024172326158983,-1.16962163113144,"NOT"
"ENSG00000159842.14",0.279081340791549,5.93031466647301,3.84589203817187,0.000132253117018928,0.000230965506707243,-1.17015559094287,"NOT"
"ENSG00000168438.14",-0.2019125179703,4.6359308135059,-3.82775160850121,0.000142147867021954,0.000247308148433268,-1.172913487106,"NOT"
"ENSG00000263020.5",0.650597713122134,0.500166878430688,3.6751993848938,0.000257785284297893,0.000438222904811196,-1.17370000506311,"NOT"
"ENSG00000280198.1",0.532649232396651,-3.90720603359731,3.62424509115387,0.000313052493166244,0.000527539979920473,-1.17518175088775,"NOT"
"ENSG00000166813.14",0.382519589690686,1.66045048886189,3.71277580025849,0.000223053392043553,0.000381526589903006,-1.17638593427885,"NOT"
"ENSG00000236740.6",1.03354379826034,-0.620107902404544,3.63945944011041,0.00029548329965486,0.000499412028910634,-1.1803913206165,"NOT"
"ENSG00000110318.13",0.359968035021838,2.97703270954984,3.75701706419451,0.000187809616428144,0.000323684704995362,-1.1840040440239,"NOT"
"ENSG00000266076.1",0.640446494278891,-5.344765154676,3.63121529497462,0.000304885151551193,0.00051452360740586,-1.18404873918715,"NOT"
"ENSG00000135436.8",-0.372414163869305,-0.822813436126099,-3.65396038300215,0.000279603236822647,0.000473620306319075,-1.18417233885923,"NOT"
"ENSG00000114686.8",-0.209635014929394,5.61806908077237,-3.84225851693598,0.000134181388938831,0.000234135794995164,-1.18433735811221,"NOT"
"ENSG00000277972.1",-0.232971015661092,5.05804083146109,-3.83402281863765,0.000138650735011763,0.000241476521736979,-1.1848415884565,"NOT"
"ENSG00000179038.8",0.522275949859655,-5.02547158940436,3.62833317345286,0.000308237724829426,0.000519909342350888,-1.18496840709785,"NOT"
"ENSG00000196865.4",-0.176978273117946,5.15415829478711,-3.83456581090573,0.000138351788324742,0.000240978195878879,-1.18509756892926,"NOT"
"ENSG00000253908.1",0.462201503131764,-5.46237915159959,3.63086781420666,0.000305287529808463,0.000515142756391525,-1.18521024907552,"NOT"
"ENSG00000182796.12",0.303690467478993,3.80288547935342,3.79203291876996,0.000163707940641702,0.000283475896499546,-1.18650755066802,"NOT"
"ENSG00000280099.1",-0.366770673544588,1.2019697776106,-3.70933053360667,0.000226044451039486,0.000386414994488549,-1.1872345568753,"NOT"
"ENSG00000111731.12",-0.182228771334231,5.23597511210786,-3.83520792308707,0.000137999056138076,0.000240450390467503,-1.18851224505455,"NOT"
"ENSG00000105388.14",-0.73307885394148,-5.54336708623762,-3.62428170012957,0.00031300906521685,0.000527497423092323,-1.19092580280669,"NOT"
"ENSG00000241280.1",0.593366266620205,-4.54692433837742,3.62343379456493,0.000314016358318496,0.000529102798107183,-1.19178096107832,"NOT"
"ENSG00000204175.5",-0.757754928327302,0.733100540827338,-3.70128056708133,0.000233180894958996,0.000398075254451527,-1.19218728950319,"NOT"
"ENSG00000166188.2",0.186698672610131,3.49187040663789,3.7785629937623,0.00017261193905294,0.000298342257548478,-1.19339387779356,"NOT"
"ENSG00000214194.8",0.221348433700674,5.29468014208199,3.82953317640803,0.000141146001458773,0.000245638727205952,-1.19410906985803,"NOT"
"ENSG00000258484.3",-0.688321778137473,0.142880705592457,-3.67980705943971,0.000253268161287719,0.000430821566042082,-1.19593426303903,"NOT"
"ENSG00000180458.2",-0.53541527686321,-4.33342393034393,-3.61674251225307,0.00032207284182554,0.000542268358604693,-1.19606685330095,"NOT"
"ENSG00000264290.1",0.546649186261696,-4.39624946556803,3.62088932833118,0.000317057419226062,0.000534133820479219,-1.19708668744889,"NOT"
"ENSG00000261728.1",0.5328807366942,-5.47718110607088,3.62776968305332,0.000308897224991696,0.000520930913682178,-1.19777058453048,"NOT"
"ENSG00000131152.4",-0.727061172904543,-3.58330133532732,-3.6151976724901,0.000323960226241106,0.000545319582824805,-1.19797624345822,"NOT"
"ENSG00000278311.4",0.134963901083877,5.78838210999942,3.83769942886248,0.00013663841796834,0.000238136788851391,-1.19847354400447,"NOT"
"ENSG00000258512.1",0.582829604035012,-2.77295414662056,3.61468708182427,0.000324586310695076,0.000546310099618706,-1.19978270009757,"NOT"
"ENSG00000169855.19",0.439068337903312,4.20846614185649,3.79623618449333,0.000161019348424742,0.00027902009480765,-1.2002788477167,"NOT"
"ENSG00000232456.1",-0.680720404339991,-1.09799241036515,-3.6473146670331,0.000286778814650497,0.000485236976520384,-1.20127748136877,"NOT"
"ENSG00000230258.6",-0.500574033913044,-4.88244406804956,-3.61808813211159,0.000320437262714544,0.000539671089142951,-1.20140006482473,"NOT"
"ENSG00000179889.18",-0.19070836141545,6.79318497284183,-3.84850416741786,0.000130883090225743,0.000228669216505278,-1.2039123365398,"NOT"
"ENSG00000275936.1",0.61609987817147,-4.06330391369125,3.61687725932069,0.000321908706742665,0.000542023448961936,-1.20542255747303,"NOT"
"ENSG00000225830.10",-0.208798397151271,3.32305744667969,-3.77753212655093,0.000173311852194215,0.000299516314970949,-1.20959932016317,"NOT"
"ENSG00000270863.1",0.412586865725578,-5.91003530406192,3.62611438642144,0.000310842225054245,0.000524058758259726,-1.21120529646744,"NOT"
"ENSG00000071073.12",-0.280432316444214,6.13996376254314,-3.84130975022722,0.000134689243919029,0.000234923099858772,-1.21200344520036,"NOT"
"ENSG00000184232.8",0.280857343193447,5.98821588198205,3.83461713419958,0.000138323563571187,0.000240957954186394,-1.21475675553675,"NOT"
"ENSG00000155275.18",-0.137914231443708,2.87871326771968,-3.75628221081426,0.000188349548410833,0.000324538180031133,-1.22171911711527,"NOT"
"ENSG00000280327.1",0.320132346854492,-1.92643975522119,3.61566507121006,0.00032338809701004,0.000544419669144273,-1.22197570814763,"NOT"
"ENSG00000092820.17",0.340288788701905,8.92458416597452,3.85020578486568,0.000129997837246111,0.00022727305300978,-1.22370384184362,"NOT"
"ENSG00000236017.7",0.817596252857136,-0.0495442159830761,3.64388238439869,0.000290552127981176,0.000491335091741648,-1.22971557587948,"NOT"
"ENSG00000095464.9",0.49264361030864,-3.65639791704949,3.60650924306845,0.000334769918709028,0.000562536727292858,-1.23317380834444,"NOT"
"ENSG00000254480.1",-0.590452521654274,-4.67555185897057,-3.6075027447616,0.000333516941504361,0.000560626004932187,-1.23358641560565,"NOT"
"ENSG00000162664.16",-0.177454343423947,4.40049881137973,-3.8057027200598,0.000155115884275364,0.000269127774588586,-1.23386232796704,"NOT"
"ENSG00000043355.10",0.889888940322832,-4.86349648755447,3.61493310762294,0.000324284493168756,0.000545833763292921,-1.23429041173352,"NOT"
"ENSG00000138138.13",-0.197779563803363,5.39878664807965,-3.82543030125417,0.00014346332976304,0.000249432319777898,-1.23429729240338,"NOT"
"ENSG00000131269.15",0.208268468566206,4.25858936170127,3.79370342035109,0.00016263438448017,0.000281702433164317,-1.23467775866046,"NOT"
"ENSG00000149564.11",0.416892064295113,6.58676397996341,3.83483692549374,0.00013820275294011,0.000240761953309327,-1.23472234091759,"NOT"
"ENSG00000266934.1",0.494601856718337,-4.97779539792803,3.61372812280378,0.000325765251939588,0.000548230790140114,-1.23501716931614,"NOT"
"ENSG00000256100.1",-0.445083970612824,-5.92706002780884,-3.61562249778095,0.000323440170645502,0.000544475754146022,-1.23581487600601,"NOT"
"ENSG00000105617.3",0.229319589443303,2.85996008960966,3.7414314989446,0.000199579548906412,0.00034313448685041,-1.23799917674441,"NOT"
"ENSG00000234199.2",-0.565919944087399,-5.40064469056949,-3.61065920591097,0.000329565223789942,0.000554304376224319,-1.23837501980544,"NOT"
"ENSG00000184659.5",0.617347012076318,-4.66340184858967,3.61099059565759,0.000329152899202816,0.00055373922792336,-1.23923387271112,"NOT"
"ENSG00000154710.15",-0.153892042457129,5.10880668114561,-3.81908022483184,0.000147120818887586,0.00025554648523113,-1.23932573042676,"NOT"
"ENSG00000001461.16",-0.305461881478314,5.53371080602317,-3.82640398002926,0.000142910162195526,0.000248544997167305,-1.24163906380238,"NOT"
"ENSG00000174844.14",-0.487269054009638,-3.07184582668413,-3.60379091440675,0.000338220803510948,0.000568072381338191,-1.24325730067705,"NOT"
"ENSG00000259371.2",-0.557096932643865,-5.12773976263727,-3.60708502305185,0.000334043223863707,0.000561413119435096,-1.24455756271695,"NOT"
"ENSG00000248724.6",-0.495353328424135,-4.39232433773912,-3.60322938993065,0.000338937796899723,0.000569210759417604,-1.24506965597581,"NOT"
"ENSG00000205746.9",0.504541333919383,3.25669372320685,3.75057406877176,0.000192593669626964,0.000331496842846625,-1.25051947362622,"NOT"
"ENSG00000135999.11",0.192183123739365,4.60537636473653,3.79809803538501,0.000159841785477059,0.000277012647687582,-1.25552716567459,"NOT"
"ENSG00000250602.5",0.50499270811109,-3.62869165722311,3.59990868604086,0.000343207125587724,0.000576080662744835,-1.25615795613132,"NOT"
"ENSG00000231638.1",-0.652445267159772,-4.84538534056838,-3.60139426219541,0.000341290969095282,0.000573063194376406,-1.25786881797005,"NOT"
"ENSG00000054277.12",0.382530703511203,4.15895151188697,3.77872683216858,0.000172500945750154,0.000298168172367688,-1.25949795237777,"NOT"
"ENSG00000111783.12",-0.533741626715258,-5.46634235421157,-3.60528379426309,0.000336321502755604,0.000565045821803739,-1.25962411658512,"NOT"
"ENSG00000254028.1",-0.446103311082493,-5.76908089848906,-3.6072589854157,0.000333823956282155,0.000561077093699087,-1.26144164296153,"NOT"
"ENSG00000279339.1",0.510260215984229,-5.40235441259454,3.60905762930672,0.00033156478911653,0.000557473672253217,-1.26192793562874,"NOT"
"ENSG00000230535.1",1.0891994429554,-3.43095791967828,3.59840742790827,0.000345153754158883,0.000579247627317813,-1.26579594496689,"NOT"
"ENSG00000231806.2",-0.761364948084138,-2.38167017605316,-3.60677705041168,0.000334431733456195,0.000562007060083511,-1.26664345622186,"NOT"
"ENSG00000272744.1",0.388642548882932,-2.93242509947165,3.59501995944971,0.000349584265165707,0.000586377906636307,-1.26832610494499,"NOT"
"ENSG00000251580.1",-0.374250777571369,-0.0926494713427577,-3.64719410920082,0.000286910567589042,0.00048543160736065,-1.27044552202033,"NOT"
"ENSG00000116678.18",-0.369222692899727,4.2358379338076,-3.79235551224415,0.000163500105031923,0.000283132900695159,-1.27430322332963,"NOT"
"ENSG00000282413.1",-0.495781090510432,-5.80013342491494,-3.60339070012426,0.000338731679068536,0.000568897522564764,-1.27497764130589,"NOT"
"ENSG00000271730.1",0.481574537063348,-2.77599145884881,3.59331243822557,0.000351837712297279,0.000590089541166563,-1.27531653804019,"NOT"
"ENSG00000253251.2",0.254637986810483,0.879186471048842,3.66187628542148,0.000271276299478777,0.000459917908432915,-1.27564012308777,"NOT"
"ENSG00000224424.7",-0.29539828018689,0.199609205873795,-3.65173338020997,0.000281988796835071,0.000477438302988855,-1.27664874162384,"NOT"
"ENSG00000005075.15",0.304461549152451,5.02441059534249,3.80111976907619,0.000157947906726075,0.000273926744307142,-1.27716877553083,"NOT"
"ENSG00000129657.14",0.302768760350108,7.52509435730448,3.83125162779364,0.000140185948694259,0.000244055731816871,-1.27748814456879,"NOT"
"ENSG00000154114.12",-0.184173325318557,4.28304980719969,-3.7896319929609,0.000165262618730757,0.000286065571842808,-1.28024616034175,"NOT"
"ENSG00000137821.11",-0.247349823247973,2.81800052432177,-3.73941657210349,0.000201150928006947,0.000345672331876948,-1.28065070249537,"NOT"
"ENSG00000116667.12",-0.390460651638902,4.03664879676092,-3.78692980856763,0.000167029021780938,0.000288985297877427,-1.28179007964078,"NOT"
"ENSG00000261200.1",0.424350615392596,-3.99567129047116,3.59308105044756,0.000352144124633677,0.000590523160567889,-1.28502487546141,"NOT"
"ENSG00000204581.2",-0.496434588470192,-5.09838219766737,-3.5953255274851,0.000349182431604521,0.000585771591568675,-1.28616722995934,"NOT"
"ENSG00000269982.1",-0.20745069116084,0.959198062892248,-3.66992901625458,0.000263044889128537,0.00044669306733886,-1.2869681842265,"NOT"
"ENSG00000163867.16",-0.151927438186426,4.16235269458619,-3.78421623091425,0.000168820777923955,0.000291946084320948,-1.28895081499414,"NOT"
"ENSG00000239483.1",0.45487717097844,-5.70012453577545,3.60130443818872,0.00034140654220848,0.000573224092532026,-1.2951881495319,"NOT"
"ENSG00000029364.11",-0.212963346737398,6.30033231083539,-3.8201832204276,0.000146479268403654,0.000254462578729713,-1.29530763951251,"NOT"
"ENSG00000135837.15",0.221538584132895,5.40211605140036,3.80431954561339,0.000155965525655244,0.000270569564409985,-1.29640288770182,"NOT"
"ENSG00000101152.10",-0.182448417282888,6.23679919596151,-3.81924631885689,0.00014702404202454,0.000255393669265801,-1.29655526491187,"NOT"
"ENSG00000228852.6",0.43446495277328,-3.72980784084393,3.58840225181526,0.000358393895584502,0.000600356831496518,-1.29731427268436,"NOT"
"ENSG00000171517.5",-0.610138705576819,-4.1588204224088,-3.58721627642148,0.000359994515346997,0.000602968481040256,-1.29745681010731,"NOT"
"ENSG00000125304.8",-0.236295486801353,7.48150383800967,-3.82729612310245,0.000142405084946292,0.000247725956881399,-1.29843733183314,"NOT"
"ENSG00000227288.3",0.510983477747773,-4.48608829179811,3.5923525717778,0.000353110437729013,0.000592018857155995,-1.29860500082888,"NOT"
"ENSG00000140259.6",-0.179367949013829,4.9103138727567,-3.7992707602467,0.000159104248033638,0.000275849758029768,-1.29954188053153,"NOT"
"ENSG00000115170.13",0.208095860171824,5.14799732317533,3.79817945855106,0.000159790473697139,0.000276940257900487,-1.30009162795502,"NOT"
"ENSG00000250767.1",0.69345453746624,-4.54590418509737,3.59311411673918,0.000352100321699822,0.000590495859324974,-1.3008944780112,"NOT"
"ENSG00000253598.1",0.427937408953051,-0.653856633347078,3.61288952805505,0.000326799508957747,0.000549907574207119,-1.3028546476645,"NOT"
"ENSG00000272677.1",-0.452408675039594,-2.47177893676834,-3.59257668442112,0.000352812892148241,0.000591554167558356,-1.30298356471206,"NOT"
"ENSG00000204282.4",0.354064080248865,2.47545562967405,3.70724039611776,0.000227877383440241,0.00038936487045111,-1.30351519570198,"NOT"
"ENSG00000147526.19",-0.335632587004768,7.20178424245462,-3.82445755789364,0.000144017983746932,0.000250366673350186,-1.30534952464849,"NOT"
"ENSG00000280028.1",0.477080284714226,-5.31772567069888,3.59549993514539,0.000348953273079842,0.000585421001742236,-1.30731622718934,"NOT"
"ENSG00000142627.12",0.389081878107549,5.45296843041478,3.79935032607606,0.00015905432481711,0.000275779676094182,-1.31012257478578,"NOT"
"ENSG00000279266.1",-0.538227093602881,-4.75287036010057,-3.58554984872586,0.000362254889286308,0.00060657944857131,-1.31312902564125,"NOT"
"ENSG00000249307.5",-0.481913610095571,-2.23896549203414,-3.59183939135088,0.000353792653592959,0.000593128387369933,-1.31649912980429,"NOT"
"ENSG00000104936.17",-0.37674859380891,4.26459540001998,-3.7852869070159,0.000168111664174815,0.000290771768826292,-1.31694270279572,"NOT"
"ENSG00000223361.5",0.378583504991779,-0.298532922082617,3.61789051249498,0.00032067697696985,0.000540043472964891,-1.31763747627538,"NOT"
"ENSG00000227482.1",-0.556332127066681,-4.95376456988042,-3.58498497653513,0.000363024106586112,0.000607797340428121,-1.3189454330818,"NOT"
"ENSG00000175730.8",0.371218466789386,-3.21354198988043,3.58005258495401,0.000369806158913114,0.000618652666423811,-1.32079693149135,"NOT"
"ENSG00000225948.2",-0.458549294437756,-5.78494873730564,-3.59046499353018,0.000355625852445007,0.000596029585819167,-1.32106727479892,"NOT"
"ENSG00000267272.5",-0.426286367505667,0.380754761979956,-3.64742504306358,0.000286658238829428,0.00048508951620943,-1.32157353566082,"NOT"
"ENSG00000158125.9",-1.06744310227586,-3.01964367325989,-3.58597759433409,0.000361673421426954,0.000605675689875221,-1.3219677839668,"NOT"
"ENSG00000266521.1",-0.534386548581114,-5.70182823937648,-3.58906288356606,0.000357505187113029,0.000599006410896245,-1.32238107658405,"NOT"
"ENSG00000170374.5",0.526156355608063,-5.6205701262126,3.59307111168465,0.00035215729151661,0.000590523160567889,-1.32339934870125,"NOT"
"ENSG00000213079.9",-0.165414765597998,5.35009445559769,-3.80063714878603,0.000158248962963481,0.00027443246400281,-1.32345970941604,"NOT"
"ENSG00000103510.19",0.184377492777837,4.86240085196171,3.78659724926415,0.000167247640216692,0.000289329047400733,-1.32510765703734,"NOT"
"ENSG00000255071.3",1.15900177415958,-4.18768930164159,3.58557491053126,0.000362220796675787,0.000606557354382664,-1.32669347153209,"NOT"
"ENSG00000157017.15",0.359534919205879,-1.6714364401591,3.58903860851985,0.000357537806293089,0.000599026485087562,-1.32722688500778,"NOT"
"ENSG00000184517.11",0.21583270869382,3.31142603614574,3.73347015215178,0.000205856558176038,0.000353256864198859,-1.32811334036215,"NOT"
"ENSG00000151445.15",0.154472575721888,4.27502277130638,3.76965411334355,0.000178749701886371,0.000308546541614743,-1.33056892694223,"NOT"
"ENSG00000173757.9",0.176985306627194,6.51827723127913,3.81013230047591,0.000152424220419726,0.000264584235254026,-1.33158924658566,"NOT"
"ENSG00000198001.13",0.172328835496833,4.33095060191675,3.77071743086616,0.000178006465269608,0.000307336723243732,-1.33186062989899,"NOT"
"ENSG00000236514.1",0.413702539092199,-3.00498661338891,3.57685519523187,0.000374265816625176,0.000625860766696189,-1.33189078152206,"NOT"
"ENSG00000146938.14",0.630954422297032,1.16427851441974,3.64517608214962,0.000289124447374235,0.000489063295357373,-1.33356012854286,"NOT"
"ENSG00000279561.2",-0.451926061790109,0.288591987544163,-3.63904465606636,0.000295949753221323,0.000500111590421494,-1.33792288424535,"NOT"
"ENSG00000233061.1",0.448318200392793,-5.86521882972658,3.5900631160051,0.000356163564765685,0.000596827404152417,-1.33819352811264,"NOT"
"ENSG00000138785.14",-0.141626672715589,3.76025834618268,-3.75759051665312,0.000187389286805341,0.000322998637064257,-1.33920642139241,"NOT"
"ENSG00000249947.2",0.459792055795127,-4.20363746725778,3.57845556992515,0.000372027383012062,0.000622296841397251,-1.3410567506168,"NOT"
"ENSG00000166037.10",0.173831161772456,4.93803907738892,3.78336134727477,0.000169388995282659,0.000292911265301113,-1.34293293839334,"NOT"
"ENSG00000215126.10",0.326576962781953,2.24240294008925,3.68813102721309,0.00024529582392449,0.000417872478542571,-1.3432794197569,"NOT"
"ENSG00000167468.16",0.311808262015731,7.61377986068764,3.81384283309755,0.000150203473564797,0.000260807359429184,-1.34441150059664,"NOT"
"ENSG00000271815.1",-0.475072762407203,-4.52716925338067,-3.57565635162701,0.000375950892269313,0.000628606178242803,-1.34447387016341,"NOT"
"ENSG00000100225.17",-0.169813136895911,6.71438773457749,-3.81011565003711,0.000152434255142125,0.000264585830373172,-1.34531114706837,"NOT"
"ENSG00000279825.1",0.825553157303619,-0.57743491368819,3.59610928576423,0.000348153738709891,0.000584113425783502,-1.35378356435355,"NOT"
"ENSG00000230612.3",0.466038058935597,-4.9454400863569,3.57953674249047,0.00037052226104955,0.000619814917120811,-1.35431594745974,"NOT"
"ENSG00000007168.12",-0.185641906213538,7.02468834904098,-3.80953152127438,0.000152786686892885,0.000265181701074327,-1.35541407751005,"NOT"
"ENSG00000251520.1",-0.357469320595862,-6.1332957848436,-3.58346442259123,0.000365102341669077,0.000611100597828554,-1.35584268141021,"NOT"
"ENSG00000175054.14",-0.207271149093385,4.44993161877788,-3.77471788719882,0.000175236242497261,0.000302715863497381,-1.35595499360465,"NOT"
"ENSG00000261238.1",-0.581236660592549,-3.61128601173886,-3.56976943415811,0.000384329104284693,0.000642355882290868,-1.35661473747056,"NOT"
"ENSG00000263280.1",-0.542405852429487,-3.59908266843397,-3.56956271282427,0.000384626463309625,0.000642778851771181,-1.35718856900395,"NOT"
"ENSG00000215580.10",0.885521383625099,-4.14058120931191,3.57534328345012,0.000376392105067688,0.000629307652626131,-1.35721065024525,"NOT"
"ENSG00000182405.5",-0.237994704316672,1.42823292073959,-3.66608183813524,0.000266947705947827,0.000452949676437255,-1.3574303782352,"NOT"
"ENSG00000206557.5",-1.05864293887486,-1.25134580553321,-3.60820127099342,0.000332638614254415,0.000559246743439202,-1.358594241113,"NOT"
"ENSG00000273170.5",-0.85140441970327,-2.87436252279359,-3.57504846816438,0.000376808037242757,0.000629966780771328,-1.36074034422959,"NOT"
"ENSG00000161677.11",0.335215547340409,3.49082179914113,3.72988684143315,0.000208742012891078,0.000358039057095114,-1.36602284762812,"NOT"
"ENSG00000119977.20",0.17979769405917,5.85635340571164,3.79248987865854,0.000163413610917065,0.000283000003393067,-1.36787899800223,"NOT"
"ENSG00000168887.10",0.150060275795115,4.65782481902209,3.76975629784749,0.000178678150231829,0.000308441376857311,-1.3707649035774,"NOT"
"ENSG00000157343.8",0.503265564308334,-2.35010214494894,3.56772850417835,0.000387274343346604,0.000647017660486685,-1.37217672266025,"NOT"
"ENSG00000137601.15",-0.210522294331628,3.97696265108214,-3.75496724620243,0.000189319367582365,0.000326112441785052,-1.3757993971235,"NOT"
"ENSG00000186940.6",0.522830841939787,-2.93014834920536,3.56424846310855,0.000392345156976518,0.000655187744159912,-1.37633876364753,"NOT"
"ENSG00000196071.3",-0.518136855623615,-5.61515837633654,-3.57307200911819,0.000379607611655932,0.000634610697403147,-1.37656704649258,"NOT"
"ENSG00000233396.7",-0.452532317374373,-0.817553851927388,-3.60032447821843,0.000342669805788349,0.00057524529282862,-1.37712727573249,"NOT"
"ENSG00000224165.5",-0.383705262803433,0.0118563622407444,-3.62004648505704,0.000318070835293143,0.000535747794474436,-1.37791360422278,"NOT"
"ENSG00000226476.2",0.530422775601396,-5.73130046163514,3.57788248435239,0.000372827508292524,0.000623563353013167,-1.37927845209861,"NOT"
"ENSG00000165338.16",0.232732573748582,3.62185842169686,3.73232175587326,0.000206777187886345,0.000354815718498443,-1.37996555876624,"NOT"
"ENSG00000275506.1",0.429357450294513,-5.86763530879351,3.57760345101466,0.00037321766989097,0.000624143977217412,-1.38180027784554,"NOT"
"ENSG00000070413.18",0.193174517665013,6.8313839836039,3.79846373011113,0.000159611451387018,0.000276663026366569,-1.38459162729565,"NOT"
"ENSG00000184058.12",-0.779244645769388,-3.49072483121427,-3.56232120327071,0.000395180081856228,0.000659732076146154,-1.38571225471457,"NOT"
"ENSG00000065615.13",0.224520072041698,3.96668842248219,3.74235962064273,0.000198859630982621,0.000341916994803067,-1.38611268998942,"NOT"
"ENSG00000188486.3",0.329347260443568,3.68401864899861,3.73088427448941,0.000207935030381139,0.000356739227852735,-1.38718378404594,"NOT"
"ENSG00000272862.1",-0.525333312312577,-4.64349386018031,-3.56385586620856,0.000392921102401424,0.000656111782142522,-1.3872831339725,"NOT"
"ENSG00000124120.10",-0.223233178000233,3.85456717049888,-3.74856918121045,0.000194105604055919,0.000334000187201984,-1.38741666231323,"NOT"
"ENSG00000160124.9",0.271864105598105,3.26722291771113,3.71435531656846,0.000221694598232167,0.000379426010595474,-1.38955983663379,"NOT"
"ENSG00000064545.14",0.218978699334874,4.46645862433012,3.75789824704489,0.000187164091938506,0.000322629633478747,-1.39058582752555,"NOT"
"ENSG00000204469.12",-0.216890433112658,7.41183782986784,-3.80224074144795,0.000157250733013145,0.000272766540710365,-1.3908062352545,"NOT"
"ENSG00000185338.4",-0.473474722954988,2.09170247252513,-3.68907884353195,0.000244403161902741,0.000416449558191091,-1.3908095304233,"NOT"
"ENSG00000166317.11",-0.42878464364446,-3.59069013875626,-3.55965699359086,0.00039913063302612,0.000666097436958552,-1.39143625278615,"NOT"
"ENSG00000234452.5",-0.664495201378701,-3.87017549302044,-3.55914438410457,0.000399894972217316,0.000667257922886323,-1.39367373864799,"NOT"
"ENSG00000124784.8",0.164111033521684,3.62754695017312,3.72993798280468,0.000208700564877985,0.000357989119767361,-1.39432267736047,"NOT"
"ENSG00000075188.8",0.198021600173936,3.44351749708459,3.72039815683184,0.00021656775518696,0.000371001540122854,-1.39506237904123,"NOT"
"ENSG00000182179.10",0.28812214545541,5.2593852353782,3.7730142157216,0.000176410990060456,0.000304672675622084,-1.40143425247515,"NOT"
"ENSG00000249348.1",-0.310065949547413,0.506112923255158,-3.62615624985231,0.000310792893508582,0.000524006025796491,-1.40264851208103,"NOT"
"ENSG00000132693.12",1.11812182971936,-3.19785774070462,3.55855837531236,0.000400770434385662,0.000668680263166466,-1.40308307289008,"NOT"
"ENSG00000086548.8",-0.724636787281105,-5.07633768214392,-3.56025883550686,0.000398234987721287,0.000664679155756777,-1.40568091151141,"NOT"
"ENSG00000231393.1",0.48560796440978,-4.9499383853813,3.56474319011183,0.000391620511189123,0.000654015266816127,-1.40654418607343,"NOT"
"ENSG00000132207.17",0.508348273559706,3.46297989217025,3.71401724410303,0.000221984771449104,0.00037983304788718,-1.40851337118,"NOT"
"ENSG00000258301.3",0.34485122322096,2.8756370687776,3.69251092887197,0.000241196283312864,0.000411202474194177,-1.41036179421846,"NOT"
"ENSG00000256282.1",0.479730591843055,-3.71854617435355,3.55613960178251,0.000404402965054686,0.000674624752038179,-1.41050214303715,"NOT"
