"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"ENSG00000185156.5",-4.91243159149902,-2.56758526677785,-30.6605996933069,2.74375061427636e-127,4.23602987124315e-125,280.150870373645,"DOWN"
"ENSG00000276289.4",-6.02225070810168,-3.90043177798577,-30.6395040199639,3.56107662130433e-127,5.46879623986022e-125,279.883933024707,"DOWN"
"ENSG00000197320.5",-4.71176130097158,-5.3352280348003,-30.6259209593648,4.21211416381271e-127,6.43455861077178e-125,279.626627869697,"DOWN"
"ENSG00000254489.1",-4.74276807672551,-5.44744841508739,-30.6052918629404,5.43571574485446e-127,8.26029578504716e-125,279.371393856448,"DOWN"
"ENSG00000134121.9",-4.46395670150314,1.65352623946051,-30.5712138755813,8.28422062798095e-127,1.25234116524556e-124,278.970402940078,"DOWN"
"ENSG00000275612.1",-4.79703825683501,-5.26922855237259,-30.4946340051928,2.13609713118721e-126,3.21244659236833e-124,278.016541950294,"DOWN"
"ENSG00000233542.1",4.83880240708985,-1.46507446670104,30.4354253247892,4.44438956924492e-126,6.64940243542958e-124,277.273596105181,"UP"
"ENSG00000170689.9",-4.38504020000137,1.54555942828837,-30.3259486502177,1.72367454277753e-125,2.56562326174963e-123,275.942898881622,"DOWN"
"ENSG00000139438.5",-3.08562591208726,1.18568064646413,-30.3069784494644,2.18019932822718e-125,3.22858599498948e-123,275.75144348059,"DOWN"
"ENSG00000142675.17",-4.23158269361768,-0.301553273265447,-30.1542034152615,1.44778696224745e-124,2.1330972882859e-122,273.888867236693,"DOWN"
"ENSG00000130701.3",-5.41329681739507,-5.08684250731895,-30.0962825763102,2.96908266010143e-124,4.35240526310324e-122,273.12924110066,"DOWN"
"ENSG00000259969.1",-3.7946411391675,-0.852389304174654,-30.0594884448948,4.68622757398141e-124,6.83506308215128e-122,272.731840630814,"DOWN"
"ENSG00000165621.8",-5.3824546092501,-2.70403861070431,-30.0285301521913,6.88052582196093e-124,9.98536309912081e-122,272.347275174378,"DOWN"
"ENSG00000159173.18",-5.25078379246461,-1.45488005997877,-29.9813467823062,1.23565260566401e-123,1.78431924773123e-121,271.759040207308,"DOWN"
"ENSG00000101276.14",-3.58446978210574,1.09846624984979,-29.9727755628246,1.37434220267477e-123,1.97476645706115e-121,271.604698617848,"DOWN"
"ENSG00000168143.8",-6.49224688142499,-3.25680784657829,-29.9567460054937,1.67687113332745e-123,2.38584238455046e-121,271.460821336781,"DOWN"
"ENSG00000151715.7",-4.58970735365983,0.800575589565151,-29.9607026175594,1.59650926620431e-123,2.28269366756553e-121,271.446985366796,"DOWN"
"ENSG00000089199.9",-4.94568540606805,-0.382802676053122,-29.8450244082033,6.71336626800936e-123,9.45900271499862e-121,270.051045419471,"DOWN"
"ENSG00000118526.6",-3.8275729285261,2.25084384256969,-29.8462684785925,6.61043074763536e-123,9.35940255854226e-121,269.976751394418,"DOWN"
"ENSG00000139971.15",-3.35460529305738,1.94131233846411,-29.8262432121417,8.47720957173711e-123,1.18865221168923e-120,269.752699944547,"DOWN"
"ENSG00000117477.12",-4.47830744693988,-1.36775912276265,-29.8165597561935,9.56077803383967e-123,1.33414222323171e-120,269.723249526876,"DOWN"
"ENSG00000248115.1",-5.74042797111447,-3.86936626640701,-29.7887939785297,1.34989517088232e-122,1.87467499209853e-120,269.371209538365,"DOWN"
"ENSG00000254528.7",-3.98332831939198,0.23909453391531,-29.7402271833694,2.46827103045581e-122,3.41150317423714e-120,268.746288038766,"DOWN"
"ENSG00000125850.10",-5.61178070653706,-3.93908301274354,-29.705726779641,3.7898265372507e-122,5.21325664662092e-120,268.335086387879,"DOWN"
"ENSG00000181562.3",-4.19150949923657,-5.50583010288633,-29.6994401490738,4.0978610201202e-122,5.61039698627306e-120,268.169295961097,"DOWN"
"ENSG00000182752.9",-3.72176236345074,2.13283052234041,-29.6745393980232,5.58462132941868e-122,7.61002976931348e-120,267.852018710659,"DOWN"
"ENSG00000102837.6",-6.26609712384973,-3.01552668892237,-29.6470278991072,7.86225392038154e-122,1.06636411233212e-119,267.621224605724,"DOWN"
"ENSG00000261437.1",-5.59876707400578,-4.53561767613455,-29.6160373571375,1.15588136979742e-121,1.56043984922652e-119,267.207899734355,"DOWN"
"ENSG00000215475.4",-4.95984287430163,-3.14953142322181,-29.5249501795607,3.58921855091724e-121,4.82301242779503e-119,266.095160723151,"DOWN"
"ENSG00000224318.5",-5.22779705106453,-5.01952003701015,-29.4588828565409,8.16718944507558e-121,1.09240863430101e-118,265.236885982155,"DOWN"
"ENSG00000184226.14",-3.66151063361338,0.801577927344847,-29.4431789780867,9.93037747000463e-121,1.32215232140773e-118,265.04260663124,"DOWN"
"ENSG00000198780.11",-4.00575984179888,-0.272060542606672,-29.4309967626786,1.15564953958518e-120,1.53163141034063e-118,264.926135998564,"DOWN"
"ENSG00000236283.3",-4.66299507532514,-2.58805882757814,-29.4123616370865,1.45740762728739e-120,1.92278438100075e-118,264.704288899585,"DOWN"
"ENSG00000130940.14",-2.19798634872584,2.67824892889274,-29.4004086184022,1.69126989586314e-120,2.22122663925012e-118,264.450757052422,"NOT"
"ENSG00000138798.11",-5.77312294437132,2.25930874445253,-29.3280861931141,4.16254662934426e-120,5.44224846471699e-118,263.51954872638,"DOWN"
"ENSG00000263862.1",-5.63729767326757,-5.26401049275822,-29.2596636339489,9.76225389565773e-120,1.27062519875097e-117,262.765611810018,"DOWN"
"ENSG00000158816.15",-5.74301520973022,-3.58793754155976,-29.2439759619651,1.18698349560433e-119,1.53804446249623e-117,262.61225611707,"DOWN"
"ENSG00000261713.6",-5.79217416661734,-4.01749813552238,-29.2112935464099,1.78373035154006e-119,2.30101215348668e-117,262.20094406157,"DOWN"
"ENSG00000249859.7",4.49241489937626,2.40567141242214,29.1379429126861,4.45068657666616e-119,5.71598132246617e-117,261.259884806187,"UP"
"ENSG00000198691.11",-4.40797595363651,-0.505110161888231,-29.1204756893572,5.53364151009194e-119,7.07550417755148e-117,261.062604622853,"DOWN"
"ENSG00000189127.7",-5.01975055285275,-4.37332172301396,-29.1113682070358,6.19913111634734e-119,7.89165704613954e-117,260.935377041082,"DOWN"
"ENSG00000110203.8",-5.2341876318949,-2.76055313148268,-28.981672030618,3.12549629798677e-118,3.96146419428235e-116,259.352644711758,"DOWN"
"ENSG00000100362.12",-6.57134479194664,-1.90656505651009,-28.9444132528895,4.97553676408929e-118,6.27891106859529e-116,258.865328336921,"DOWN"
"ENSG00000107295.9",-5.80127803283484,-1.34674246242383,-28.8763117049035,1.16414042511376e-117,1.46273488480203e-115,258.016093773846,"DOWN"
"ENSG00000140807.5",-3.43400457590614,-0.362737898839818,-28.8433897122506,1.7559518651153e-117,2.19683202090395e-115,257.621152987501,"DOWN"
"ENSG00000188266.13",-1.86465637645297,1.26364332410771,-28.8395606924588,1.84194163148386e-117,2.29452171046434e-115,257.5549268074,"NOT"
"ENSG00000071909.18",-4.99703875854439,-0.0912013085471994,-28.8156668074221,2.48228411109756e-117,3.07898702241909e-115,257.237171484979,"DOWN"
"ENSG00000175229.6",-5.76260581221853,-3.1863856933392,-28.7990646147516,3.0541699218469e-117,3.77222476517473e-115,257.07861093661,"DOWN"
"ENSG00000144644.14",-5.19720520656476,-4.7706535962384,-28.7658688932308,4.62328633855056e-117,5.68605449052669e-115,256.629586281181,"DOWN"
"ENSG00000257084.1",-5.13942607624104,-5.20669409537614,-28.7376065208294,6.58068991099856e-117,8.05926264416595e-115,256.268006863317,"DOWN"
"ENSG00000164303.10",-4.3439609280817,-0.591115682898441,-28.7142445405755,8.81095889168106e-117,1.07452975559262e-114,255.99995547607,"DOWN"
"ENSG00000182107.6",-3.78966057580175,2.11961265141438,-28.6943637834744,1.12953105576294e-116,1.37174221311796e-114,255.645621558905,"DOWN"
"ENSG00000111319.12",-4.96293364891699,4.20031552907562,-28.6842967738583,1.28093346428378e-116,1.54912890836819e-114,255.430223859562,"DOWN"
"ENSG00000197408.8",-6.27765507076372,-3.07201277534224,-28.6525444479237,1.90478700627996e-116,2.29404327208613e-114,255.250525171606,"DOWN"
"ENSG00000139055.6",-3.58304806304347,1.68155618168121,-28.6124997880638,3.14198747078027e-116,3.76843745204122e-114,254.648515638198,"DOWN"
"ENSG00000187957.7",-5.27810566456282,0.0577780719659886,-28.5820128082175,4.59950324182752e-116,5.4938510944051e-114,254.306985846859,"DOWN"
"ENSG00000147889.16",5.26402363115785,1.19209826235078,28.5475520558702,7.0764822638302e-116,8.41782367654391e-114,253.877413757654,"UP"
"ENSG00000139044.10",-3.32168369780204,1.80728169185155,-28.5190182707271,1.01103210512338e-115,1.19776354494719e-113,253.480847303509,"DOWN"
"ENSG00000088926.13",-5.65731258902823,-1.01513988934798,-28.4989646596685,1.29919452047563e-115,1.53289109580509e-113,253.303008677073,"DOWN"
"ENSG00000184905.8",-5.81938427467397,-2.00644036831692,-28.4389219870462,2.7530726458129e-115,3.23513900990767e-113,252.575629233091,"DOWN"
"ENSG00000167941.2",-6.44309358256086,-3.87061666505827,-28.3904375275137,5.04941232116088e-115,5.90964486377801e-113,251.983557884306,"DOWN"
"ENSG00000167755.13",-6.69483435887489,-3.73017549092819,-28.3897808827099,5.09106757306018e-115,5.93446732160931e-113,251.973769970751,"DOWN"
"ENSG00000144834.12",-5.21570635892824,-3.33339735379361,-28.2752589747866,2.1342334308389e-114,2.47784501320397e-112,250.542995636019,"DOWN"
"ENSG00000175985.9",-3.79221019332442,-1.90568958025372,-28.209233938673,4.87784157302074e-114,5.64061161979788e-112,249.720750437189,"DOWN"
"ENSG00000179636.14",-4.39936207123796,-4.82284824025271,-28.1847964324547,6.62402588581207e-114,7.62945838633711e-112,249.371596417849,"DOWN"
"ENSG00000175906.4",-3.20938339818432,2.37311949007173,-28.1773661558462,7.26995061608258e-114,8.34032872062438e-112,249.182144801409,"DOWN"
"ENSG00000125434.10",-1.77743113533733,2.09262175927577,-28.1676412396353,8.21149264749954e-114,9.38340842888481e-112,249.120521468961,"NOT"
"ENSG00000132746.14",-5.20843861119676,-4.37944188371401,-28.0984431628568,1.9535650982259e-113,2.22361674415712e-111,248.320926507321,"DOWN"
"ENSG00000153446.15",-4.401503101812,0.170286485696745,-28.0280724796684,4.717572499976e-113,5.34873210202357e-111,247.397497210813,"DOWN"
"ENSG00000163898.9",-4.98769497143252,0.0804620716799704,-27.941884383406,1.38936368439444e-112,1.5691159898657e-110,246.310266376242,"DOWN"
"ENSG00000280916.1",-3.38879899325483,-5.66314531685527,-27.9375149637897,1.46757934906082e-112,1.65102676769342e-110,246.250262387633,"DOWN"
"ENSG00000196220.15",-2.35984324448617,2.19943972182925,-27.9255666790025,1.70469249623741e-112,1.91037450591856e-110,246.0669610663,"NOT"
"ENSG00000136014.11",-3.1746024029176,-1.60129771172696,-27.823078739362,6.16159595686509e-112,6.87847394800036e-110,244.893982390358,"DOWN"
"ENSG00000171533.11",-2.70752762264138,1.70556117397037,-27.807032748834,7.53499379468297e-112,8.37943275443193e-110,244.597195888214,"NOT"
"ENSG00000145708.10",-4.31349131234151,0.504483296670803,-27.7835078430675,1.01207692206602e-111,1.12120353675444e-109,244.318468625625,"DOWN"
"ENSG00000047662.4",-5.44289120119044,-4.10784076664852,-27.729241563271,1.99904037175166e-111,2.20616527718981e-109,243.714500359471,"DOWN"
"ENSG00000180354.15",-2.83269533431234,5.06619952461891,-27.6829771928172,3.57178718904195e-111,3.92693648340692e-109,242.885949984236,"DOWN"
"ENSG00000176490.4",-4.41536581844213,-1.03463901291109,-27.6586786324123,4.84494500342896e-111,5.30658598960473e-109,242.819488455164,"DOWN"
"ENSG00000062038.13",-3.78566565144101,0.903657714770564,-27.646138986874,5.67050832850631e-111,6.18746256522164e-109,242.595049001784,"DOWN"
"ENSG00000162631.18",-5.90482164495272,-2.45271442066699,-27.6328364388629,6.70063131812037e-111,7.28411325874321e-109,242.50131330138,"DOWN"
"ENSG00000116183.10",-5.4015850100786,0.487063900200204,-27.6235058252047,7.53296485175347e-111,8.15836958291584e-109,242.293318049599,"DOWN"
"ENSG00000271714.1",-5.4953461664052,-4.75148019885451,-27.5620164091574,1.62972078002544e-110,1.75846266320589e-108,241.614400368127,"DOWN"
"ENSG00000146700.8",-2.64929610025178,0.427968182726026,-27.5457151335294,1.99974591390257e-110,2.14972685744526e-108,241.395257911679,"NOT"
"ENSG00000261116.1",-6.01769738679456,-3.23107314406353,-27.4828070477777,4.4049916848497e-110,4.71789238571079e-108,240.634149052129,"DOWN"
"ENSG00000135324.5",-4.21452081420001,-1.70888935098069,-27.4727735834739,4.99635620666177e-110,5.33158966538081e-108,240.508023947853,"DOWN"
"ENSG00000079101.16",-3.63162584800876,-1.19026602650376,-27.4362702650787,7.9014331610693e-110,8.40069954212588e-108,240.050286066815,"DOWN"
"ENSG00000180869.4",-3.71768050916244,-5.5417287702417,-27.3205008585826,3.38181316266853e-109,3.58237689950563e-107,238.546525188691,"DOWN"
"ENSG00000134574.11",2.0420729509536,5.05646018728922,27.273888880318,6.07366293943434e-109,6.41047515698479e-107,237.903053096497,"NOT"
"ENSG00000035720.7",-4.39093983374246,-0.83260766963366,-27.2308989007027,1.04237280297223e-108,1.09619096399525e-106,237.454617674979,"DOWN"
"ENSG00000164946.19",-4.76894281504351,0.91042846866222,-27.2241142057146,1.13513138507104e-108,1.18942918598148e-106,237.27603707082,"DOWN"
"ENSG00000166869.2",-4.81937762023885,-4.65037776486453,-27.1555397330374,2.68712720004861e-108,2.80553478350399e-106,236.519533328093,"DOWN"
"ENSG00000197301.7",-4.45163780375872,-3.72952443064229,-27.117459310417,4.33653171082125e-108,4.51139186045114e-106,236.050554692683,"DOWN"
"ENSG00000233255.1",-4.94115603258188,-3.70349184540352,-27.0987597448074,5.48552978531733e-108,5.68633935781555e-106,235.821276754203,"DOWN"
"ENSG00000251165.5",-5.18722642168241,-3.66661529199209,-27.0947539439794,5.76880553905064e-108,5.95870394202651e-106,235.772922109439,"DOWN"
"ENSG00000116218.12",-8.86377019380394,-3.17979852847764,-27.0133336979669,1.60547942807664e-107,1.65244824113207e-105,234.681448303006,"DOWN"
"ENSG00000126803.9",-3.31409491895693,4.10752708296258,-27.0057012815497,1.76717465234235e-107,1.812446794496e-105,234.408650517312,"DOWN"
"ENSG00000135519.6",-3.49997941056156,-1.50899166148747,-26.9328321554944,4.41778156771705e-107,4.49916175449078e-105,233.741937579098,"DOWN"
"ENSG00000184292.6",-4.517763924807,3.7267077438962,-26.9409838331202,3.98736174533582e-107,4.0751117837455e-105,233.600962228705,"DOWN"
"ENSG00000109182.11",-5.87175280088505,-1.69622081541513,-26.8879141486809,7.77196707881571e-107,7.88745959659531e-105,233.145956788242,"DOWN"
"ENSG00000161798.6",-4.7049756799639,-3.9951385383499,-26.8639213984876,1.05095145534441e-106,1.05916201358929e-104,232.873164397789,"DOWN"
"ENSG00000115255.10",-3.02063447471194,1.14595456781724,-26.8648012804289,1.0393850819674e-106,1.05115512209421e-104,232.800446694153,"DOWN"
"ENSG00000187715.13",-4.98706273251445,-3.3485199032897,-26.8524038200596,1.21477563713855e-106,1.21164477209438e-104,232.73536605212,"DOWN"
"ENSG00000109205.16",-5.32447938840088,-5.2436646700985,-26.8524987086013,1.21332668273764e-106,1.21164477209438e-104,232.718954880175,"DOWN"
"ENSG00000170153.10",-3.20336784510669,2.9864800631394,-26.8605818370065,1.09603501897919e-106,1.10077565487443e-104,232.635776727169,"DOWN"
"ENSG00000138696.10",-5.27285056676865,-0.126843962362712,-26.8297887598955,1.61448289355274e-106,1.60480705429343e-104,232.365703465233,"DOWN"
"ENSG00000166104.14",-4.01707233306436,-5.59992015041467,-26.7940633503172,2.53047280036615e-106,2.50672262903166e-104,231.961114913625,"DOWN"
"ENSG00000280078.1",-3.51890508886519,-4.95220992029037,-26.783960611505,2.87340014663911e-106,2.83674963456463e-104,231.836056167051,"DOWN"
"ENSG00000180447.6",-2.60848289360643,1.55265796360611,-26.7519099647155,4.30038900314056e-106,4.23114545139507e-104,231.371047083836,"NOT"
"ENSG00000261787.1",-4.26031190504815,-5.258816957371,-26.7380293279556,5.12094388357482e-106,5.02146608853916e-104,231.268329496439,"DOWN"
"ENSG00000181392.14",-3.69196199018069,-0.836524467372053,-26.7255848720493,5.98890281803688e-106,5.85279139035423e-104,231.12557774394,"DOWN"
"ENSG00000227954.6",-3.73550216436557,-1.89691489804646,-26.6493041716927,1.56384000349601e-105,1.52316966783462e-103,230.185888111743,"DOWN"
"ENSG00000142609.17",3.80289807673014,-1.44783531152832,26.6257563399732,2.1032302159245e-105,2.04168083669594e-103,229.854241243546,"UP"
"ENSG00000260469.2",-5.28514578683128,-4.83209250638445,-26.5797119276094,3.75447938884566e-105,3.63245880870817e-103,229.30579957729,"DOWN"
"ENSG00000100078.3",-4.01153496405836,-5.61814802752331,-26.5338792454723,6.68467229076302e-105,6.44593399466434e-103,228.69999164623,"DOWN"
"ENSG00000173641.17",-3.86971239277375,1.34686305971446,-26.4723391210083,1.45046766079896e-104,1.39403390247317e-102,227.830170875352,"DOWN"
"ENSG00000137198.9",-2.71665459667073,2.53298808672289,-26.4711352971189,1.47261609171978e-104,1.4106495730088e-102,227.776564154995,"NOT"
"ENSG00000113578.17",-3.77352279241062,2.60698978588786,-26.4610142378802,1.67272121702084e-104,1.5970635961852e-102,227.620405563266,"DOWN"
"ENSG00000170382.11",-3.56639399332073,1.59221312830043,-26.4113576029973,3.12552629488858e-104,2.97437379374233e-102,227.057500914584,"DOWN"
"ENSG00000240498.6",3.63002382897748,-2.23071933618201,26.3856176032671,4.32183194395292e-104,4.07276533029979e-102,226.846020252504,"UP"
"ENSG00000150054.18",-2.80455442723253,2.64117261811082,-26.3946388298774,3.85779888765983e-104,3.65923570961852e-102,226.806571137117,"DOWN"
"ENSG00000157470.11",-2.53213964863544,1.36409912179536,-26.3836718538593,4.42901745390158e-104,4.16026639480561e-102,226.763772562815,"NOT"
"ENSG00000136546.13",-5.31184373776749,-3.20114777598302,-26.3744605439086,4.97366025253895e-104,4.65678996225623e-102,226.735418666018,"DOWN"
"ENSG00000121966.6",3.07598281642132,6.79208603944575,26.3883543630319,4.175448347336e-104,3.94763479744064e-102,226.716003316827,"UP"
"ENSG00000089250.18",-4.44132950547873,-0.947913735799475,-26.3547367873476,6.37574994803395e-104,5.93128661031043e-102,226.452437633655,"DOWN"
"ENSG00000117643.14",-2.72068588567471,3.38965161148047,-26.3636885863023,5.69612852892568e-104,5.31608136823369e-102,226.375441792709,"NOT"
"ENSG00000187889.12",-4.32645286390945,-0.648997161415329,-26.3336594788957,8.31366247096755e-104,7.68484245923036e-102,226.179637416299,"DOWN"
"ENSG00000226950.6",-1.96970546415166,3.6365223873053,-26.3388915818815,7.78359544624004e-104,7.2178548826555e-102,226.067386900621,"NOT"
"ENSG00000106541.11",-6.03575645476947,-2.8477499116158,-26.285205116992,1.53031685699559e-103,1.41007767537451e-101,225.602098493172,"DOWN"
"ENSG00000129654.7",-4.85560340290458,-2.26032962609594,-26.2802390209485,1.62907625705523e-103,1.49632716332367e-101,225.547534421453,"DOWN"
"ENSG00000100181.21",-3.25555550926715,1.55633726458746,-26.2182656526224,3.55548761324275e-103,3.25545829572148e-101,224.639868585965,"DOWN"
"ENSG00000147223.5",-3.78286004530904,-3.09440895026834,-26.143791733061,9.08392507148042e-103,8.29122406288425e-101,223.838749458117,"DOWN"
